"species","Order","Class","exDiff","FemaleBM","MaleBM","Testes","FemaleAFB","MaleAFB","Monogamy","AnnProd","FemaleCare","DichroAves","weights"
"Bos gaurus","Artiodactyla","Mammalia",0.266984426811735,579736.0776,887703.0946,361.23,2.26283367556468,2.99247091033539,0,24219,1,NA,0.697882261085993
"Bos grunniens","Artiodactyla","Mammalia",0.308088980028823,291273.6519,466924.5851,93.8,2.04791238877481,2.19657768651608,0,13950,1,NA,0.785517252026815
"Bos javanicus","Artiodactyla","Mammalia",0.359597995893133,375455.5678,700491.5781,NA,1.96303901437372,2.24777549623546,0,NA,NA,NA,0.721728614218369
"Bos taurus","Artiodactyla","Mammalia",0.327249830771741,507186.3923,548971.5772,439.5,1.96851471594798,1.7741273100616,0,10433,1,NA,0.956450679064191
"Boselaphus tragocamelus","Artiodactyla","Mammalia",0.364295808494701,197539.4261,226486.171,NA,1.98713210130048,1.86310746064339,0,9253.125,NA,NA,0.844218975950854
"Brachylagus idahoensis","Lagomorpha","Mammalia",0.0983311662610298,437.8282491,403.1686653,NA,0.864613278576318,0.794250513347023,0,249.1171875,NA,NA,0.529853928246038
"Bubalus arnee","Artiodactyla","Mammalia",0.283032676058189,673926.2299,717424.353,652,2.23956194387406,1.58329911019849,0,51562.5,NA,NA,0.665354237488831
"Bubalus depressicornis","Artiodactyla","Mammalia",0.0369625288170042,119344.877,103058.9751,NA,3.05516769336071,3.06365503080082,0,NA,NA,NA,0.572511544678825
"Budorcas taxicolor","Artiodactyla","Mammalia",0.154642320038279,244313.1254,377837.8681,93.4,2.86324435318275,3.19206023271732,0,7020,NA,NA,0.722927003352033
"Burramys parvus","Diprotodontia","Mammalia",-0.0104333430027463,51.06761479,55.89197767,0.037239171,0.95605749486653,0.761122518822724,NA,NA,NA,NA,0.656527370957236
"Callimico goeldii","Primates","Mammalia",0.0466256093738946,580.579673,561.2225788,NA,2.01724845995893,2.0041067761807,0,58.332,0,NA,0.776455374484628
"Callithrix geoffroyi","Primates","Mammalia",-0.0690587394428505,493.6278764,452.5683908,0.55,1.96002737850787,1.97399041752225,1,121.4976,0,NA,0.753190664754094
"Callithrix jacchus","Primates","Mammalia",-0.0704327292110396,400.2679097,393.2467379,1.3,1.6290212183436,1.66461327857632,1,121.4976,0,NA,0.844749727240965
"Callithrix penicillata","Primates","Mammalia",-0.0125092787329097,373.4266237,404.4502817,1.08,1.51129363449692,1.51101984941821,1,108.48,NA,NA,0.583689974363496
"Callosciurus prevostii","Rodentia","Mammalia",-0.0771993821625472,480.4582544,483.6070217,NA,0.923750855578371,1.31745379876797,1,NA,NA,NA,0.701271575097564
"Camelus bactrianus","Artiodactyla","Mammalia",0.146922588591086,736408.8293,800238.5102,95,2.88569472963723,3.76180698151951,0,17750,NA,NA,0.832005336648926
"Camelus dromedarius","Artiodactyla","Mammalia",0.0236133562531056,650743.8702,778484.6187,121.7,3.01245722108145,4.05913757700205,0,25812.9165,1,NA,0.758426852035638
"Canis lupus","Carnivora","Mammalia",-0.0461231709577755,22678.56285,28413.19725,27.38,1.97125256673511,1.97700205338809,1,1773.50748,0,NA,0.9119306488375
"Canis mesomelas","Carnivora","Mammalia",-0.0927349560102384,8245.358614,7020.259167,NA,1.16550308008214,1.60793976728268,1,628.05,0,NA,0.587890396406423
"Canis rufus","Carnivora","Mammalia",-0.030635087973652,23899.18874,28185.41823,27.38,1.99206023271732,2.93223819301848,1,1773.50748,0,NA,0.718435192404271
"Capra aegagrus","Artiodactyla","Mammalia",0.248147025792537,32985.65727,61439.72314,138.4,1.04832306639288,0.896919917864476,0,3375,1,NA,0.751684184818553
"Capra caucasica","Artiodactyla","Mammalia",0.0225989912211992,50670.21473,96235.96746,NA,1.97618069815195,2.24832306639288,0,2790.15,NA,NA,0.717873088846108
"Capra falconeri","Artiodactyla","Mammalia",0.018430226811937,36280.03045,70980.15648,20.95,1.89295003422313,2.05338809034908,0,NA,NA,NA,0.755231390754043
"Capra ibex","Artiodactyla","Mammalia",0.0626170076929217,39220.80159,82179.64768,38.34,2.00958247775496,2.08350444900753,0,2635.10992,1,NA,0.750302496898696
"Capra nubiana","Artiodactyla","Mammalia",0.23794163548016,28570.56783,56542.72885,NA,1.14715947980835,1.94004106776181,0,2478.78984,NA,NA,0.833742826226803
"Capra pyrenaica","Artiodactyla","Mammalia",0.239199812763551,NA,40250,96.4,1.500342231,3.000684463,0,NA,NA,NA,0.485226162901008
"Capra sibirica","Artiodactyla","Mammalia",0.205431889454173,41693.38432,94168.30902,NA,1.94168377823409,1.97837097878166,0,2690.4,NA,NA,0.704572401705677
"Capreolus capreolus","Artiodactyla","Mammalia",0.274975644748678,23625.99021,27883.79563,46.5,1.98631074606434,1.95071868583162,0,2140.3935,1,NA,0.666890955901795
"Capricornis crispus","Artiodactyla","Mammalia",-0.128734180780983,38577.69344,35828.786,64,2.03832991101985,2.1388090349076,0,2909.35335,NA,NA,0.492263880673565
"Capromys pilorides","Rodentia","Mammalia",0.122953580278054,NA,4952.267109,NA,0.584804928131417,1.2703627652293,0,NA,NA,NA,0.587448990247855
"Caracal caracal","Carnivora","Mammalia",0.00867515387407764,10818.29842,14246.13146,11,1.48117727583847,1.35523613963039,0,544.5,1,NA,0.683479859649032
"Carollia perspicillata","Chiroptera","Mammalia",0.422754790500567,17.17917295,19.33212121,0.13,0.625325119780972,0.706365503,0,10,NA,NA,0.801060914530398
"Castor canadensis","Rodentia","Mammalia",0.048492097711864,20158.98397,18929.77241,9.3,2.03285420944559,2.00355920602327,1,1539.4,0,NA,0.630840682816606
"Castor fiber","Rodentia","Mammalia",0.0586349590202634,13000,18197,17.41806873,2.74004106776181,1.97535934291581,1,1662.240775,0,NA,0.48954269912229
"Catagonus wagneri","Artiodactyla","Mammalia",-0.0352725830181035,35192.8908,31418.79151,NA,1.99863107460643,2.13716632443532,0,NA,NA,NA,0.572430121307263
"Catopuma temminckii","Carnivora","Mammalia",-0.18422179919844,9786.313908,15528.37285,NA,1.95318275154004,2.03367556468173,0,NA,NA,NA,0.546081594672525
"Cavia aperea","Rodentia","Mammalia",0.353781997550388,341,567,3.73,0.294866529774127,0.240930869267625,0,739.784,NA,NA,0.655506762944469
"Cavia porcellus","Rodentia","Mammalia",0.119110615483298,970.5205209,1007.230097,3.915,0.286926762491444,0.342505133470226,0,1446.4125,1,NA,0.89887457300476
"Cebuella pygmaea","Primates","Mammalia",-0.0165425469932264,158.7876835,141.8256526,0.33,1.63449691991786,1.70020533880904,1,49.4208,NA,NA,0.816508403628968
"Cephalophus dorsalis","Artiodactyla","Mammalia",0.0648205433224927,14518.1491,13503.26776,NA,1.7429158110883,1.44065708418891,0,NA,1,NA,0.496638435466999
"Cephalophus natalensis","Artiodactyla","Mammalia",-0.16559664485828,10548.28623,10632.42635,NA,1.56002737850787,1.71937029431896,0,1308.1993,NA,NA,0.48522729563095
"Cephalophus niger","Artiodactyla","Mammalia",-0.236651780107478,17664.87842,17665.31716,NA,1.25,1.25,0,NA,NA,NA,0.456348690508826
"Cephalophus rufilatus","Artiodactyla","Mammalia",-0.121464667760044,10760.32103,9786.179545,NA,1.54086242299795,1.87707049965777,0,NA,NA,NA,0.530013311293087
"Cephalophus silvicultor","Artiodactyla","Mammalia",-0.0183298488244116,81525.7862,74720.41496,33.25,2.7460643394935,2.54620123203285,0,2400,NA,NA,0.567207457472576
"Cercocebus atys","Primates","Mammalia",0.0547362176594239,6066.5,11428,25.1,3.610841889,NA,0,529.80585,NA,NA,0.494564157737333
"Cercocebus chrysogaster","Primates","Mammalia",0.0182616133865525,7452.678406,14300.12723,NA,4.205302669,NA,0,NA,NA,NA,0.532561285365151
"Cercocebus torquatus","Primates","Mammalia",-0.0385094598953547,8639.881762,15743.58654,25.1,4.4476386036961,5.47871321013005,0,NA,1,NA,0.58383760700376
"Cercopithecus ascanius","Primates","Mammalia",0.148643105344205,5519.98912,8743.629789,3,3.74537987679671,4.89472963723477,0,201.4558,1,NA,0.60659734092421
"Cercopithecus cephus","Primates","Mammalia",-0.195918398330911,2960,3750,NA,4.166735113,NA,0,135.6,NA,NA,0.467178453474472
"Cercopithecus diana","Primates","Mammalia",0.109311286615442,6226.015877,8884.309373,NA,4.93798767967146,6.08213552361396,0,470.95,NA,NA,0.636672556309149
"Cercopithecus hamlyni","Primates","Mammalia",0.113962861160528,4674.515956,11858.98823,NA,NA,NA,0,NA,NA,NA,0.533893641687169
"Cercopithecus mitis","Primates","Mammalia",0.0955019466686602,6627.396771,17285.25364,NA,4.57494866529774,4.75674195756331,0,195.825,NA,NA,0.548178245104852
"Cercopithecus mona","Primates","Mammalia",0.0740014631729466,3530.378565,6396.281693,NA,NA,NA,0,NA,NA,NA,0.487892331322431
"Cercopithecus neglectus","Primates","Mammalia",0.073349084909268,7072.028348,14115.83616,NA,4.2135523613963,4.49883641341547,0,260,NA,NA,0.715018527180097
"Cercopithecus petaurista","Primates","Mammalia",-0.0380068372304905,3386.564905,6112.876208,NA,5,6,0,NA,NA,NA,0.5289830463388
"Cerdocyon thous","Carnivora","Mammalia",0.345568004116651,NA,NA,NA,0.755796085,0.750171116,1,1064,NA,NA,0.517194800730953
"Cervus albirostris","Artiodactyla","Mammalia",0.285620989462252,180072.6397,243792.8097,116.4,2.25462012320329,2.73511293634497,0,8900,NA,NA,0.623399464703025
"Cervus elaphus","Artiodactyla","Mammalia",0.368446636206688,160483.8608,171863.6435,156.983333333333,1.97672826830938,1.7927446954141,0,8672.481806625,1,NA,0.831886124258681
"Cervus wallichi","Artiodactyla","Mammalia",0.276476303629461,121771.1151,181039.709,NA,1.97754962354552,1.95482546201232,0,NA,NA,NA,0.6399705317255
"Cervus nippon","Artiodactyla","Mammalia",0.373069933067242,59104.24313,85827.11328,NA,1.86447638603696,1.964681724846,0,4277.11,1,NA,0.943761063266074
"Chaetophractus villosus","Cingulata","Mammalia",-0.00382603592054828,3482.761761,3753.485564,NA,1.22819986310746,1.32375085557837,NA,211.2,NA,NA,0.565523748352454
"Cheirogaleus medius","Primates","Mammalia",0.0478547224100353,229.8265719,227.3424769,1.12,1.12251882272416,2.01122518822724,1,34.9462,0,NA,0.6283688529684
"Chinchilla lanigera","Rodentia","Mammalia",0.0441143047675352,564.6369975,568.9498795,5.2,0.668583162217659,0.795893223819302,0,132.3399,1,NA,0.740165221288449
"Chlorocebus aethiops","Primates","Mammalia",0.145583256385541,4567.750073,6679.233979,13,2.79096509240246,3.85872689938398,0,325.895,1,NA,0.689168519213842
"Chlorocebus sabaeus","Primates","Mammalia",0.331569672589141,4218,5881.5,NA,4.05037645448323,2.78028747433265,0,325.895,NA,NA,0.584727268169235
"Choloepus didactylus","Pilosa","Mammalia",-0.126207368396018,10144.98412,9272.852278,NA,2.78713210130048,3.19753593429158,0,356,1,NA,0.668536875858936
"Chrotogale owstoni","Carnivora","Mammalia",-0.213239075478014,3647.249884,3847.296741,NA,2,2,NA,244.5,NA,NA,0.494096981267903
"Chrysocyon brachyurus","Carnivora","Mammalia",0.0820551012163589,25162.63292,27685.863,12.68,2.05831622176591,2.05913757700205,1,NA,0,NA,0.747838218719927
"Civettictis civetta","Carnivora","Mammalia",-0.0764293308659028,11600,14500,NA,0.999315537,0.583162218,0,1933.701,1,NA,0.444883581071753
"Coendou prehensilis","Rodentia","Mammalia",0.117042201795374,5294.998569,5453.641601,2.45,1.78069815195072,1.72046543463381,0,452.88,NA,NA,0.639481722548884
"Colobus angolensis","Primates","Mammalia",0.0644257916420539,11526.15339,14954.01171,NA,3.53127994524298,3.83709787816564,0,344.04,NA,NA,0.546938935408777
"Colobus guereza","Primates","Mammalia",-0.0933713819268723,12390.33716,14594.53726,3.447,3.83737166324435,4.07200547570157,0,382.419875,1,NA,0.781971217473347
"Colobus polykomos","Primates","Mammalia",-0.196114726649531,12537.74379,16536.06022,10.7,4.43586584531143,4.48624229979466,0,344.04,1,NA,0.473714741174362
"Connochaetes gnou","Artiodactyla","Mammalia",0.430513425530589,NA,166700,137,1.95975359342916,2.87583846680356,0,NA,NA,NA,0.747341674615724
"Connochaetes taurinus","Artiodactyla","Mammalia",0.353132277115968,181939.3488,220168.5285,306,1.99315537303217,2.42108145106092,0,18084.68,1,NA,0.8274356543272
"Cricetomys gambianus","Rodentia","Mammalia",-0.0021962034685447,1323.874507,1469.572279,NA,0.642847364818617,0.704175222450377,0,288.46125,NA,NA,0.604383116801055
"Crocuta crocuta","Carnivora","Mammalia",-0.0121248349634409,63368.10719,56426.45189,9.85,2.34305270362765,2.87419575633128,0,2780,1,NA,0.690059917434358
"Crossarchus obscurus","Carnivora","Mammalia",-0.0536134929754879,1143.087647,1139.093117,NA,1.25886379192334,1.02121834360027,1,97.8,NA,NA,0.551026283514874
"Cryptoprocta ferox","Carnivora","Mammalia",0.0517108182374165,8521.04195,11639.91894,11.15,3.99863107460643,3.92635181382615,0,300,NA,NA,0.630223803873233
"Ctenodactylus gundi","Rodentia","Mammalia",0.196775229573807,271.8098705,282.6282802,NA,0.757289527720739,0.59958932238193,0,56.81,NA,NA,0.690901161865926
"Cuniculus paca","Rodentia","Mammalia",0.0445021611157761,6672.657249,7386.535257,NA,1.49103353867214,1.35906913073238,0,1030.2,NA,NA,0.56882839888631
"Cuon alpinus","Carnivora","Mammalia",0.0282633760229951,19055.54968,20564.23278,6.35,2.17166324435318,2.05010266940452,1,1241.625,0,NA,0.730656805171549
"Cynictis penicillata","Carnivora","Mammalia",0.0234391646336516,1089.611367,1092.116951,1.98,1.20739219712526,1.2227241615332,1,NA,1,NA,0.705226980495923
"Cynomys ludovicianus","Rodentia","Mammalia",0.0150980669521953,1008.674174,1070.357143,4,0.815879534565366,0.995208761122519,0,69.7725,1,NA,0.827701811413502
"Cynopterus brachyotis","Chiroptera","Mammalia",0.122611136352439,32.48171192,36.14878171,0.11994993,0.689144422,1.437371663,0,24.2,NA,NA,0.499237009329637
"Dama dama","Artiodactyla","Mammalia",0.336631970110238,48233.03205,71631.06073,86.5,1.94688569472964,1.96331279945243,0,4826.9519,1,NA,0.926667242721037
"Dama mesopotamica","Artiodactyla","Mammalia",0.198044006041421,65622.65643,107263.3236,86.5,1.94004106776181,2.98699520876112,0,4826.9519,1,NA,0.712240306658998
"Damaliscus lunatus","Artiodactyla","Mammalia",-0.309653091776256,130000,142000,NA,2.80903490759754,2.51334702258727,0,6493.5,NA,NA,0.493077499001396
"Damaliscus pygargus","Artiodactyla","Mammalia",0.250103133138277,71874.12067,74201.56353,160,2.02162902121834,2.38576317590691,0,9339,1,NA,0.799978976656954
"Dasyprocta azarae","Rodentia","Mammalia",0.172691337056494,3254.549095,3328.826387,NA,0.963175906913073,1.06776180698152,1,NA,NA,NA,0.702042806792773
"Dasyprocta leporina","Rodentia","Mammalia",0.101318870788215,3624.128286,3442.84275,10.06,1.05954825462012,1.08966461327858,1,NA,1,NA,0.740459998992735
"Dasyprocta punctata","Rodentia","Mammalia",0.0480062498788017,3856.322195,3416.119536,NA,0.869267624914442,1.05790554414784,1,696.1636,NA,NA,0.642629686212061
"Dasyuroides byrnei","Dasyuromorphia","Mammalia",0.0187954278589336,118.250692,144.0735244,0.9601921325,0.837782340862423,0.918822724161533,NA,NA,NA,NA,0.772867894722528
"Dasyurus geoffroii","Dasyuromorphia","Mammalia",-0.0127960380871761,1275.821576,1999.634746,NA,0.931964407939767,0.921560574948665,0,NA,1,NA,0.634688953434308
"Dasyurus hallucatus","Dasyuromorphia","Mammalia",0.191574296546178,579.7399956,976.4778882,1.35,0.82217659137577,0.82135523613963,0,NA,NA,NA,0.699847368849778
"Dasyurus maculatus","Dasyuromorphia","Mammalia",0.101600884810777,2712.577697,4115.379337,NA,0.914442162902122,0.960711841204654,0,NA,1,NA,0.75169863822388
"Dasyurus viverrinus","Dasyuromorphia","Mammalia",0.0285395407860549,976.2989436,1424.856878,2.877524642,0.927036276522929,0.893360711841205,0,NA,1,NA,0.809475101142077
"Dendrolagus goodfellowi","Diprotodontia","Mammalia",0.072471578022521,10146.29954,11366.22528,NA,2.456071184,NA,NA,NA,NA,NA,0.594307071809584
"Dendrolagus matschiei","Diprotodontia","Mammalia",0.0529708423562652,9469.059904,10455.61323,NA,2.17713894592745,2.66584531143053,0,NA,NA,NA,0.594120408833829
"Desmodus rotundus","Chiroptera","Mammalia",-0.034792739556108,34.97935136,28.52616744,0.08,1.20355920602327,0.812594113620808,0,10.08,NA,NA,0.689375051913865
"Diceros bicornis","Perissodactyla","Mammalia",-0.00682875652401759,1220105.711,1194731.756,NA,6.03559206023272,6.73757700205339,0,13999.996,1,NA,0.637352244394574
"Didelphis marsupialis","Didelphimorphia","Mammalia",0.185045425340736,1150,1650,NA,0.48733744,0.657084189,0,NA,NA,NA,0.49272824517653
"Didelphis virginiana","Didelphimorphia","Mammalia",0.338713037162385,1150,1650,3,0.503764545,0.661190965,0,NA,NA,NA,0.677626227818266
"Dipodomys merriami","Rodentia","Mammalia",-0.0659729437021231,58.11890825,55.68771893,0.45,0.5492128678987,0.278713210130048,0,10.94708,1,NA,0.61720507235363
"Dolichotis patagonum","Rodentia","Mammalia",0.110556806945853,8031.558023,7631.670291,NA,0.895277207392197,0.845448323066393,0,3687.73125,1,NA,0.862148368238697
"Dorcopsis luctuosa","Diprotodontia","Mammalia",0.00848435148296091,NA,NA,NA,1.319301848,NA,NA,NA,NA,NA,0.480617104846363
"Echinops telfairi","Afrosoricida","Mammalia",-0.0847297624894283,160.2789721,145.3649121,NA,0.994661190965092,1.00260095824778,0,42.1083,NA,NA,0.764975176598782
"Eidolon helvum","Chiroptera","Mammalia",0.131567268820495,290.9868568,309.4786372,4.165695998,1.454893908282,0.962354551676934,0,51.1056,1,NA,0.795108602268688
"Eira barbara","Carnivora","Mammalia",0.0433681154668552,3797.674184,6261.995156,NA,2.8145106091718,2.9305954825462,0,NA,1,NA,0.592590898099009
"Elaphodus cephalophus","Artiodactyla","Mammalia",-0.0298998112828759,20395.23692,18834.03807,NA,1.86776180698152,1.91321013004791,0,NA,NA,NA,0.565902010801126
"Elaphurus davidianus","Artiodactyla","Mammalia",0.33666734143212,178819.1427,198101.5187,57.43,2.00136892539357,1.97837097878166,0,12438.9375,NA,NA,0.858277144951319
"Elephantulus rufescens","Macroscelidea","Mammalia",0.0198232652151285,45,55,NA,0.570294318959617,0.431485284052019,1,77.7192,NA,NA,0.522618722741289
"Eliomys melanurus","Rodentia","Mammalia",0.0829611228091279,NA,NA,NA,0.644216290212183,0.675154004106776,NA,NA,NA,NA,0.659627001919318
"Equus africanus","Perissodactyla","Mammalia",0.179619523559131,248259.096,252668.7399,NA,3.28761122518823,4.61327857631759,0,NA,1,NA,0.653556061489028
"Equus caballus","Perissodactyla","Mammalia",0.188598031409683,266048.5711,308958.5117,378,2.93223819301848,3.13839835728953,0,37900,1,NA,0.868777749397023
"Equus grevyi","Perissodactyla","Mammalia",0.285335617971966,401041.4613,393739.5949,1150,3.95509924709103,4.60506502395619,0,20000,1,NA,0.797639130834223
"Equus hemionus","Perissodactyla","Mammalia",0.385864654490173,224200.4379,231209.4472,NA,2.99520876112252,3.75578370978782,0,NA,NA,NA,0.743566855318608
"Equus kiang","Perissodactyla","Mammalia",0.437485143674405,275000,350000,162.23,3.95564681724846,4.01259411362081,0,21060,NA,NA,0.661917742061391
"Equus quagga","Perissodactyla","Mammalia",0.176941477357007,304077.9734,302691.9562,302,2.95030800821355,3.45352498288843,0,19200,1,NA,0.888492999385292
"Equus zebra","Perissodactyla","Mammalia",0.148650799729376,341172.3115,327185.1917,140,3.34839151266256,4.4517453798768,0,18000,1,NA,0.66460368840316
"Erethizon dorsatum","Rodentia","Mammalia",-0.0716852210234797,8074.732351,9154.797353,NA,1.24188911704312,1.92580424366872,0,500,NA,NA,0.662849423729638
"Erinaceus europaeus","Erinaceomorpha","Mammalia",0.0994931166455663,652.3333333,665,2.715,0.727720739,0.692676249,0,104.147912,NA,NA,0.505075856209062
"Erythrocebus patas","Primates","Mammalia",0.176171252768037,8775.241587,15134.09668,7.2,2.90376454483231,3.67118412046543,0,546.5,1,NA,0.742327978139216
"Eudorcas rufifrons","Artiodactyla","Mammalia",0.307769065428069,23659.14981,25507.03228,7.9,1.492128678987,1.68542094455852,0,3900,NA,NA,0.558501278156894
"Eudorcas thomsonii","Artiodactyla","Mammalia",0.339927255048934,19401.26452,24438.83469,NA,1.45106091718001,1.65639972621492,0,3865.3125,1,NA,0.820015589957507
"Eulemur collaris","Primates","Mammalia",-0.0349857176262409,2608.563328,2377.284057,NA,2.04106776180698,2.83641341546886,0,177.87,NA,NA,0.536923250653857
"Eulemur coronatus","Primates","Mammalia",0.0478077467081726,1652.437661,1676.242012,6.96,2.05338809034908,2.75208761122519,0,88.5,NA,NA,0.601669765805423
"Eulemur flavifrons","Primates","Mammalia",0.0570864469832638,2625.196194,2553.741332,NA,2.06735112936345,3.00835044490075,0,NA,NA,NA,0.539798331079992
"Eulemur fulvus","Primates","Mammalia",0.0550184826156304,2597.614589,2506.446815,14.1345,2.04298425735797,2.25270362765229,0,177.87,1,NA,0.617738482943776
"Eulemur macaco","Primates","Mammalia",-0.0587683703308046,2578.36799,2470.239847,16.65,1.98110882956879,2.30800821355236,0,77.6568,1,NA,0.681706453736415
"Eulemur mongoz","Primates","Mammalia",-0.0949690203285559,1658.411683,1593.951505,12.25,2.70225872689938,3.00616016427105,1,62.12115,1,NA,0.609091731354646
"Tamias sibiricus","Rodentia","Mammalia",0.0717020807255047,NA,NA,NA,0.902395619438741,0.739219712525667,0,21.616,NA,NA,0.60803850734835
"Felis chaus","Carnivora","Mammalia",0.119884798676843,6650,6650,4.62,1.79219712525667,1.55181382614648,0,786,1,NA,0.678341445740278
"Felis margarita","Carnivora","Mammalia",0.0394555065126485,2412.130197,3235.309643,3.4,1.22847364818617,1.12635181382615,0,499.5,NA,NA,0.654727641551768
"Felis nigripes","Carnivora","Mammalia",-0.092277045557114,1761.485005,2128.533843,3.8,1.10198494182067,1.16577686516085,0,550.08,NA,NA,0.599524702262603
"Felis silvestris","Carnivora","Mammalia",0.023627736129499,3596.927235,4264.683184,2.28666666666667,1.07323750855578,1.10609171800137,0,752.349303,1,NA,0.727486375957894
"Fukomys damarensis","Rodentia","Mammalia",-0.260274255609228,168.9891217,181.8317905,NA,1.6974674880219,2.35345653661875,0,NA,NA,NA,0.603503686006165
"Galago moholi","Primates","Mammalia",0.0889971882948217,187.4537638,194.7483163,NA,1.1006160164271,1.2974674880219,0,37.389,1,NA,0.655030181194388
"Galago senegalensis","Primates","Mammalia",-0.00555090331347556,189.5524078,230.3320073,1.66,1.22108145106092,1.30102669404517,0,36.6,1,NA,0.724037576787108
"Galictis vittata","Carnivora","Mammalia",-0.0326334162221282,NA,NA,NA,NA,NA,0,NA,NA,NA,0.524510243339316
"Gazella bennettii","Artiodactyla","Mammalia",0.409044770274229,14524.21072,19043.56714,NA,1.28925393566051,1.89733059548255,0,2952.4,NA,NA,0.642431285960216
"Gazella cuvieri","Artiodactyla","Mammalia",0.298437234641138,24320.82721,26682.93147,39.37,1.31581108829569,1.87542778918549,0,NA,NA,NA,0.640955934538038
"Gazella dorcas","Artiodactyla","Mammalia",0.373443666212514,12374.52991,14311.04108,31.46,1.45571526351814,1.57043121149897,0,2645.0271,1,NA,0.841115838353225
"Gazella arabica","Artiodactyla","Mammalia",-0.282568162731829,NA,NA,NA,1.51129363449692,2.035318275154,0,NA,1,NA,0.563960062180703
"Gazella gazella","Artiodactyla","Mammalia",0.0631725616518203,NA,NA,NA,1.63449691991786,1.29774127310062,0,4131.84375,1,NA,0.787952833488681
"Gazella leptoceros","Artiodactyla","Mammalia",0.208519226989305,14631.73487,18082.75165,6.66,1.08856947296372,1.59288158795346,0,NA,NA,NA,0.697902985618164
"Gazella spekei","Artiodactyla","Mammalia",0.316840894141781,13480.27876,16015.99083,NA,1.251929911,NA,0,1827.4309,NA,NA,0.719813707039374
"Gazella subgutturosa","Artiodactyla","Mammalia",0.214746180587182,17116.13685,21432.33636,8.24,1.01984941820671,1.93839835728953,0,3510.91065,NA,NA,0.710489722877567
"Genetta genetta","Carnivora","Mammalia",-0.0153113273262429,2376.703299,1783.803507,0.96,2.1284052019165,2.0807665982204,0,356.095,1,NA,0.574972954981936
"Genetta tigrina","Carnivora","Mammalia",-0.138256855341713,1988.772473,2613.768993,NA,3.152388775,NA,0,357.5,1,NA,0.527715224488696
"Gerbillus cheesmani","Rodentia","Mammalia",0.21773672013843,NA,NA,NA,0.458590006844627,0.700068446269678,0,NA,NA,NA,0.555428128697586
"Gerbillus perpallidus","Rodentia","Mammalia",-0.0766069452026789,NA,NA,NA,0.56290212183436,0.572210814510609,0,NA,NA,NA,0.611389641074368
"Giraffa camelopardalis","Artiodactyla","Mammalia",0.246382958208573,811106.0539,1222082.139,230,4.04654346338125,3.89924709103354,0,35380.8,1,NA,0.920710082153857
"Glaucomys volans","Rodentia","Mammalia",0.110271585622942,66.67633337,70.44288648,NA,0.903288816,NA,0,18.5006475,1,NA,0.559281755753728
"Glis glis","Rodentia","Mammalia",0.153538616654191,170,215,NA,0.883289802,0.917180014,0,8.44305,NA,NA,0.58710660822743
"Gorilla gorilla","Primates","Mammalia",0.175771903765525,120729.0228,293021.8774,29.6,7.46666666666667,9.15893223819302,0,624.708,1,NA,0.72803922770768
"Graphiurus murinus","Rodentia","Mammalia",0.19267290894462,22.36666667,24.2,NA,0.508418891170431,0.469815195071869,0,21,NA,NA,0.65329186473824
"Gulo gulo","Carnivora","Mammalia",0.046371647742604,11439.75966,15655.68948,17,2.98343600273785,2.98206707734428,0,128.5526,1,NA,0.665754052956629
"Gymnobelideus leadbeateri","Diprotodontia","Mammalia",-0.0581796068305047,154.2113755,154.0412752,0.13,1.308733744,1.270362765,0,NA,NA,NA,0.551098229935688
"Hapalemur alaotrensis","Primates","Mammalia",0.0723385648291599,1476.50385,1501.72614,NA,1.97946611909651,2.56919917864476,0,59.664,NA,NA,0.553706684105143
"Hapalemur griseus","Primates","Mammalia",-0.048073935604249,1019.933756,1060.814365,2.1,2.410714524,3.685147159,0,59.664,NA,NA,0.434985691093347
"Helarctos malayanus","Carnivora","Mammalia",0.119931676661398,73744.74882,84497.54441,NA,4.85201916495551,5.42203969883641,0,NA,NA,NA,0.607522376708149
"Helogale parvula","Carnivora","Mammalia",-0.00975501546166061,451.7764843,419.4186104,0.45,1.54688569472964,1.1937029431896,1,NA,0,NA,0.76846717602722
"Hemiechinus auritus","Erinaceomorpha","Mammalia",-0.0442835042983563,390.7478992,532.8959949,NA,0.520191649555099,0.593018480492813,0,40,NA,NA,0.600788977669204
"Nilgiritragus hylocrius","Artiodactyla","Mammalia",0.284439099106677,52375.31734,97820.73963,NA,1.9170431211499,2.03750855578371,0,NA,NA,NA,0.525258265383094
"Hemitragus jemlahicus","Artiodactyla","Mammalia",0.24771990445183,53531.34899,76071.04558,26.7,1.96030116358658,1.99151266255989,0,2010,1,NA,0.77309584835835
"Herpailurus yagouaroundi","Carnivora","Mammalia",-0.00340348166431625,5263.301739,6619.432426,6.34,1.69199178644764,1.89459274469541,0,NA,NA,NA,0.629688772576888
"Heterocephalus glaber","Rodentia","Mammalia",-0.170028861815139,57.87163292,52.28118472,NA,1.15263518138261,1.4072553045859,1,60.7705,1,NA,0.707439523697423
"Heterohyrax brucei","Hyracoidea","Mammalia",0.0586658193816587,1834.336256,1955.364251,13.00169578,1.84531143052704,1.93401779603012,0,425.25,NA,NA,0.49928387286839
"Hippotragus equinus","Artiodactyla","Mammalia",0.233022233210826,222072.5384,282287.5521,NA,2.17494866529774,2.55222450376454,0,17897.06,1,NA,0.743123472877358
