Species,Class,Sex,Parameter,Mean,SD,Lower,Upper
Saiga tatarica,Mammalia,Male,a0,-1.88317539,0.905582566,-3.845261357,-0.362746428
Saiga tatarica,Mammalia,Male,a1,3.299737944,2.597414366,0.272922347,10.07806003
Saiga tatarica,Mammalia,Male,c,0.307461,0.110616091,0.056661662,0.508878063
Saiga tatarica,Mammalia,Male,b0,-5.414068968,2.163702571,-10.56108833,-2.02474787
Saiga tatarica,Mammalia,Male,b1,1.021509562,0.453083752,0.182775,1.959286012
Macaca tonkeana,Mammalia,Female,a0,-2.68087095,0.765890378,-4.252290071,-1.308583721
Macaca tonkeana,Mammalia,Female,a1,5.882045104,3.036223473,1.282589479,12.80012949
Macaca tonkeana,Mammalia,Female,c,0.027945394,0.013640887,0.002161937,0.052270938
Macaca tonkeana,Mammalia,Female,b0,-6.621224094,2.376026665,-12.79133134,-3.843909315
Macaca tonkeana,Mammalia,Female,b1,0.210381188,0.102022489,0.08244898,0.464925581
Macaca tonkeana,Mammalia,Male,a0,-2.768809014,0.784022119,-4.35155272,-1.264644452
Macaca tonkeana,Mammalia,Male,a1,5.403802107,3.233706283,0.658571944,12.72040713
Macaca tonkeana,Mammalia,Male,c,0.032568474,0.016335931,0.002658071,0.063716471
Macaca tonkeana,Mammalia,Male,b0,-5.566470401,1.84732154,-10.66877207,-3.454221609
Macaca tonkeana,Mammalia,Male,b1,0.167055471,0.080433095,0.055299906,0.363687296
Pteromys volans,Mammalia,Female,a0,-2.44446256,0.824457526,-4.117181023,-0.888496042
Pteromys volans,Mammalia,Female,a1,4.935939763,3.021095644,0.465000143,11.95881245
Pteromys volans,Mammalia,Female,c,0.07019777,0.043116085,0.004098003,0.160001983
Pteromys volans,Mammalia,Female,b0,-4.206969114,1.22017069,-7.347381987,-2.597244558
Pteromys volans,Mammalia,Female,b1,0.450187588,0.150364997,0.227194598,0.821198016
Pteromys volans,Mammalia,Male,a0,-2.705945765,0.786925641,-4.293634306,-1.26761639
Pteromys volans,Mammalia,Male,a1,4.926259705,3.235543004,0.197925438,12.08520467
Pteromys volans,Mammalia,Male,c,0.122470392,0.073628363,0.006641969,0.266319867
Pteromys volans,Mammalia,Male,b0,-3.766673501,1.907993388,-9.344395004,-1.914059476
Pteromys volans,Mammalia,Male,b1,0.377761354,0.186743022,0.124916269,0.861507748
Leontocebus weddelli,Mammalia,Female,a0,-1.682267414,0.861390395,-3.530872697,-0.186693225
Leontocebus weddelli,Mammalia,Female,a1,3.373270557,2.816970899,0.25328738,10.5537629
Leontocebus weddelli,Mammalia,Female,c,0.169581151,0.054011547,0.05018903,0.270387635
Leontocebus weddelli,Mammalia,Female,b0,-8.701710079,2.90786567,-14.84793344,-3.58639403
Leontocebus weddelli,Mammalia,Female,b1,0.677293485,0.295930103,0.095060057,1.246542801
Leontocebus weddelli,Mammalia,Male,a0,-2.458319095,0.843946745,-4.194448738,-0.863705589
Leontocebus weddelli,Mammalia,Male,a1,4.599710451,3.099357508,0.156429485,11.71875671
Leontocebus weddelli,Mammalia,Male,c,0.141323544,0.039339104,0.052048256,0.214472356
Leontocebus weddelli,Mammalia,Male,b0,-8.463579439,3.434576046,-15.96693682,-2.807048342
Leontocebus weddelli,Mammalia,Male,b1,0.219776985,0.174282243,0.00682671,0.644435113
Bison bonasus,Mammalia,Female,a0,-3.318529412,0.461599506,-4.38080961,-2.532942149
Bison bonasus,Mammalia,Female,a1,1.917384789,1.486643312,0.3979656,6.024119747
Bison bonasus,Mammalia,Female,c,0.030449066,0.005796901,0.017574548,0.040097503
Bison bonasus,Mammalia,Female,b0,-6.871974023,0.682072532,-8.257662218,-5.596151487
Bison bonasus,Mammalia,Female,b1,0.322744114,0.039702723,0.248529178,0.402646056
Bison bonasus,Mammalia,Male,a0,-2.214157578,0.315108441,-2.902136255,-1.639460537
Bison bonasus,Mammalia,Male,a1,1.422717223,0.848960778,0.423383952,3.514405418
Bison bonasus,Mammalia,Male,c,0.041880456,0.013886229,0.009438753,0.064400108
Bison bonasus,Mammalia,Male,b0,-5.782613788,0.842556719,-7.596335172,-4.259992199
Bison bonasus,Mammalia,Male,b1,0.292868391,0.05281372,0.196698167,0.403817463
Bos grunniens,Mammalia,Female,a0,-3.318406076,0.589717705,-4.540370934,-2.267776306
Bos grunniens,Mammalia,Female,a1,4.931717144,2.954404217,0.523189518,11.76951452
Bos grunniens,Mammalia,Female,c,0.019145876,0.007436655,0.00347809,0.03234679
Bos grunniens,Mammalia,Female,b0,-4.804955377,0.470998434,-5.771607184,-3.96343322
Bos grunniens,Mammalia,Female,b1,0.176018858,0.026176084,0.128563171,0.230605646
Bos grunniens,Mammalia,Male,a0,-2.680638729,0.647273577,-4.037981912,-1.532310856
Bos grunniens,Mammalia,Male,a1,6.972801618,3.320808891,1.307144724,14.22539053
Bos grunniens,Mammalia,Male,c,0.033183435,0.015925673,0.002934688,0.061430399
Bos grunniens,Mammalia,Male,b0,-4.108028904,0.703127609,-5.682253477,-3.081066485
Bos grunniens,Mammalia,Male,b1,0.129098787,0.036557609,0.073238509,0.211196134
Bos javanicus,Mammalia,Female,a0,-3.648897402,0.628357197,-4.911829781,-2.466407256
Bos javanicus,Mammalia,Female,a1,5.489432395,3.417261414,0.13549665,13.11818905
Bos javanicus,Mammalia,Female,c,0.044491399,0.007001122,0.028522687,0.054686776
Bos javanicus,Mammalia,Female,b0,-8.2253925,1.256537011,-10.82965384,-6.020241561
Bos javanicus,Mammalia,Female,b1,0.406920384,0.07459719,0.273413273,0.560855981
Bos javanicus,Mammalia,Male,a0,-2.932515297,0.622397564,-4.306507021,-1.805868665
Bos javanicus,Mammalia,Male,a1,4.160643858,3.241753843,0.225046541,12.08958148
Bos javanicus,Mammalia,Male,c,0.061242734,0.016599735,0.015195412,0.085261929
Bos javanicus,Mammalia,Male,b0,-6.210331638,1.542627134,-9.551751228,-3.54514041
Bos javanicus,Mammalia,Male,b1,0.298646754,0.105249898,0.112542665,0.517052429
Nesotragus moschatus,Mammalia,Female,a0,-2.556995846,0.768503902,-4.239732118,-1.21608331
Nesotragus moschatus,Mammalia,Female,a1,4.391594967,3.147074585,0.231210873,11.68078507
Nesotragus moschatus,Mammalia,Female,c,0.139990554,0.044254694,0.030225063,0.208292207
Nesotragus moschatus,Mammalia,Female,b0,-4.852892699,1.442530005,-8.051295961,-2.49164599
Nesotragus moschatus,Mammalia,Female,b1,0.437676361,0.152104791,0.177756085,0.757078631
Nesotragus moschatus,Mammalia,Male,a0,-2.663510559,0.758908355,-4.283937214,-1.306127551
Nesotragus moschatus,Mammalia,Male,a1,4.494713108,3.136378007,0.147906011,11.82477842
Nesotragus moschatus,Mammalia,Male,c,0.142419779,0.04683422,0.027335451,0.216292982
Nesotragus moschatus,Mammalia,Male,b0,-5.571524302,2.226369056,-11.0607094,-2.448394939
Nesotragus moschatus,Mammalia,Male,b1,0.501213315,0.228879272,0.163232495,1.051745862
Tamiops swinhoei,Mammalia,Female,a0,-2.54726601,0.761784955,-4.113225999,-1.177998147
Tamiops swinhoei,Mammalia,Female,a1,4.099275263,3.077298407,0.145844414,11.42527861
Tamiops swinhoei,Mammalia,Female,c,0.289812921,0.062460155,0.118706548,0.382431367
Tamiops swinhoei,Mammalia,Female,b0,-6.772543348,3.039166965,-13.55299201,-2.022226542
Tamiops swinhoei,Mammalia,Female,b1,0.569955271,0.393686103,0.026592316,1.464001466
Tamiops swinhoei,Mammalia,Male,a0,-1.915584881,0.848200543,-3.705394003,-0.446479849
Tamiops swinhoei,Mammalia,Male,a1,5.159699827,2.778943915,0.394024898,11.19068765
Tamiops swinhoei,Mammalia,Male,c,0.317571402,0.070327107,0.126749279,0.419897164
Tamiops swinhoei,Mammalia,Male,b0,-6.864411364,3.344461655,-14.41894003,-1.832793954
Tamiops swinhoei,Mammalia,Male,b1,0.535999551,0.409281567,0.026509672,1.521685604
Propithecus coquereli,Mammalia,Female,a0,-2.818741649,0.785327972,-4.451455728,-1.319546728
Propithecus coquereli,Mammalia,Female,a1,5.447254975,3.245476389,0.481220078,12.85137832
Propithecus coquereli,Mammalia,Female,c,0.032123642,0.018250859,0.002229187,0.07042704
Propithecus coquereli,Mammalia,Female,b0,-5.472129653,1.540618913,-9.328943119,-3.469328019
Propithecus coquereli,Mammalia,Female,b1,0.231577034,0.086645781,0.098537232,0.434571213
Propithecus coquereli,Mammalia,Male,a0,-2.826368315,0.788299557,-4.423240513,-1.351417441
Propithecus coquereli,Mammalia,Male,a1,5.058475497,3.341129571,0.22816493,12.48154729
Propithecus coquereli,Mammalia,Male,c,0.076659673,0.020161754,0.028559995,0.111928532
Propithecus coquereli,Mammalia,Male,b0,-8.874227151,3.481191054,-16.48212795,-3.352122379
Propithecus coquereli,Mammalia,Male,b1,0.279955978,0.181284773,0.015565345,0.685376057
Loris lydekkerianus,Mammalia,Female,a0,-2.397127298,0.783489842,-4.042868051,-0.998628531
Loris lydekkerianus,Mammalia,Female,a1,4.846610907,2.741628771,0.793535992,11.46513503
Loris lydekkerianus,Mammalia,Female,c,0.03158678,0.019656018,0.00188934,0.073157769
Loris lydekkerianus,Mammalia,Female,b0,-4.468849877,0.915386049,-6.623307079,-3.21696363
Loris lydekkerianus,Mammalia,Female,b1,0.233057596,0.065055031,0.126011962,0.379800767
Loris lydekkerianus,Mammalia,Male,a0,-2.617722101,0.826092499,-4.295970291,-1.052327691
Loris lydekkerianus,Mammalia,Male,a1,5.821836531,3.121256088,0.62896297,12.80873053
Loris lydekkerianus,Mammalia,Male,c,0.073024096,0.017672187,0.034814416,0.107057724
Loris lydekkerianus,Mammalia,Male,b0,-11.23573248,3.671329648,-18.88496165,-4.731655632
Loris lydekkerianus,Mammalia,Male,b1,0.767785403,0.275275581,0.270440915,1.334301417
Loris tardigradus,Mammalia,Female,a0,-2.403071955,0.752071121,-4.088482424,-1.093346888
Loris tardigradus,Mammalia,Female,a1,2.863839744,2.986805001,0.23168002,10.95778977
Loris tardigradus,Mammalia,Female,c,0.039270491,0.019585956,0.003479409,0.07720147
Loris tardigradus,Mammalia,Female,b0,-7.708614761,1.610319287,-11.4529739,-5.127116664
Loris tardigradus,Mammalia,Female,b1,0.460460533,0.10894361,0.276138378,0.705463058
Loris tardigradus,Mammalia,Male,a0,-2.127813315,0.791149194,-3.824820235,-0.742957752
Loris tardigradus,Mammalia,Male,a1,3.297766707,2.659923899,0.298900503,10.24540508
Loris tardigradus,Mammalia,Male,c,0.062061715,0.022633307,0.012415329,0.103595994
Loris tardigradus,Mammalia,Male,b0,-6.809964577,1.720093513,-10.75632647,-3.937486996
Loris tardigradus,Mammalia,Male,b1,0.342171591,0.102454994,0.162262937,0.566344603
Cephalophus rufilatus,Mammalia,Female,a0,-2.807851231,0.772686891,-4.353967781,-1.309357191
Cephalophus rufilatus,Mammalia,Female,a1,4.95190518,3.334420915,0.180938625,12.57686707
Cephalophus rufilatus,Mammalia,Female,c,0.088047284,0.042785072,0.008714165,0.167181032
Cephalophus rufilatus,Mammalia,Female,b0,-4.413064413,1.394088346,-7.69626964,-2.486742642
Cephalophus rufilatus,Mammalia,Female,b1,0.41315597,0.153781977,0.18277271,0.753180426
Cephalophus rufilatus,Mammalia,Male,a0,-2.885884782,0.751036544,-4.387109276,-1.488649536
Cephalophus rufilatus,Mammalia,Male,a1,4.839814623,3.34687904,0.085239424,12.31823824
Cephalophus rufilatus,Mammalia,Male,c,0.125059349,0.039355269,0.027167456,0.187884777
Cephalophus rufilatus,Mammalia,Male,b0,-6.925728607,2.773072124,-13.34618087,-2.766059299
Cephalophus rufilatus,Mammalia,Male,b1,0.574645529,0.266699675,0.158618161,1.183845062
Marmota bobak,Mammalia,Female,a0,-1.804519042,0.911626914,-3.658251926,-0.186209894
Marmota bobak,Mammalia,Female,a1,5.667892081,3.168293237,0.652615447,12.6928929
Marmota bobak,Mammalia,Female,c,0.094197882,0.04860529,0.007850079,0.191797918
Marmota bobak,Mammalia,Female,b0,-5.613608455,2.367473931,-11.76441913,-2.67507659
Marmota bobak,Mammalia,Female,b1,0.526433834,0.259707292,0.152366528,1.15392704
Marmota bobak,Mammalia,Male,a0,-2.197453841,0.858455018,-4.043219481,-0.659613147
Marmota bobak,Mammalia,Male,a1,4.124721163,2.844490854,0.269606632,10.76989698
Marmota bobak,Mammalia,Male,c,0.10840908,0.04108712,0.026433707,0.191306951
Marmota bobak,Mammalia,Male,b0,-7.824242837,2.695598503,-13.45184291,-3.226066732
Marmota bobak,Mammalia,Male,b1,0.905825666,0.410361872,0.174746047,1.723822341
Marmota marmota,Mammalia,Female,a0,-2.501751842,0.791134665,-4.154472843,-1.082345225
Marmota marmota,Mammalia,Female,a1,6.251636656,3.201997532,0.944908281,13.25080176
Marmota marmota,Mammalia,Female,c,0.075707171,0.017407758,0.031075007,0.104584704
Marmota marmota,Mammalia,Female,b0,-9.114516487,3.185381198,-15.73706149,-3.617726414
Marmota marmota,Mammalia,Female,b1,0.502076624,0.215171229,0.119027992,0.936994469
Marmota marmota,Mammalia,Male,a0,-3.053546298,0.753738762,-4.600818259,-1.649423558
Marmota marmota,Mammalia,Male,a1,5.699190722,3.172244935,0.619557705,12.82717568
Marmota marmota,Mammalia,Male,c,0.034931052,0.021487388,0.002046276,0.077549295
Marmota marmota,Mammalia,Male,b0,-4.934406628,1.7027859,-9.764229825,-3.177660379
Marmota marmota,Mammalia,Male,b1,0.275218708,0.122472786,0.113716809,0.605032751
Marmota monax,Mammalia,Female,a0,-2.9560619,0.754088679,-4.519309393,-1.550267119
Marmota monax,Mammalia,Female,a1,5.423372936,3.308267282,0.235369549,12.7852384
Marmota monax,Mammalia,Female,c,0.061791947,0.034579064,0.003516466,0.127986655
Marmota monax,Mammalia,Female,b0,-4.292017346,1.35245356,-7.881110926,-2.693548528
Marmota monax,Mammalia,Female,b1,0.391271696,0.15344482,0.198117268,0.788650866
Marmota monax,Mammalia,Male,a0,-2.736423714,0.761989782,-4.301802413,-1.322176851
Marmota monax,Mammalia,Male,a1,4.770295679,3.118084786,0.326282046,12.06109042
Marmota monax,Mammalia,Male,c,0.060389072,0.03529213,0.003270889,0.13341948
Marmota monax,Mammalia,Male,b0,-3.969602835,0.928237533,-6.178320477,-2.639457052
Marmota monax,Mammalia,Male,b1,0.434162311,0.120414973,0.244035926,0.714501293
Tamias striatus,Mammalia,Female,a0,-2.01976462,0.958892622,-3.952617693,-0.22795252
Tamias striatus,Mammalia,Female,a1,4.06902342,2.846495601,0.278355309,10.9516005
Tamias striatus,Mammalia,Female,c,0.227002073,0.097835055,0.034535707,0.420745548
Tamias striatus,Mammalia,Female,b0,-6.499258513,3.168884621,-13.89475436,-2.053413131
Tamias striatus,Mammalia,Female,b1,0.515269308,0.339316677,0.028732229,1.277890673
Tamias striatus,Mammalia,Male,a0,-1.980053401,0.896654829,-3.818068458,-0.302262405
Tamias striatus,Mammalia,Male,a1,4.722452751,2.812764901,0.512872599,11.48353234
Tamias striatus,Mammalia,Male,c,0.063847367,0.040291233,0.004197003,0.153418446
Tamias striatus,Mammalia,Male,b0,-5.34370888,1.667900937,-9.491964361,-3.038209583
Tamias striatus,Mammalia,Male,b1,0.627154335,0.223610207,0.271975217,1.159148278
Tamias sibiricus,Mammalia,Female,a0,-2.669619368,0.728776345,-4.190434889,-1.387433893
Tamias sibiricus,Mammalia,Female,a1,4.332932763,2.98804179,0.234521518,11.4612409
Tamias sibiricus,Mammalia,Female,c,0.081276372,0.043268358,0.006376738,0.163390853
Tamias sibiricus,Mammalia,Female,b0,-3.644730612,0.937443952,-5.845715393,-2.351834139
Tamias sibiricus,Mammalia,Female,b1,0.393786918,0.12048677,0.206350136,0.662703003
Tamias sibiricus,Mammalia,Male,a0,-2.031220832,0.84430051,-3.76770488,-0.538654029
Tamias sibiricus,Mammalia,Male,a1,5.15914983,2.843334104,0.539299573,11.53253363
Tamias sibiricus,Mammalia,Male,c,0.15897397,0.046517586,0.03598515,0.22583121
Tamias sibiricus,Mammalia,Male,b0,-5.887067674,2.340952093,-11.4020866,-2.436335228
Tamias sibiricus,Mammalia,Male,b1,0.578021297,0.263526306,0.181237045,1.178963589
Glis glis,Mammalia,Female,a0,-2.694725593,0.81528948,-4.392593755,-1.176406386
Glis glis,Mammalia,Female,a1,5.374131479,3.085112052,0.594934784,12.35358529
Glis glis,Mammalia,Female,c,0.035629803,0.029311085,0.001264441,0.107494246
Glis glis,Mammalia,Female,b0,-3.695448679,0.695633005,-5.34764658,-2.640707865
Glis glis,Mammalia,Female,b1,0.466494055,0.121883026,0.256088865,0.734355491
Glis glis,Mammalia,Male,a0,-2.676049249,0.795747236,-4.374560116,-1.253798563
Glis glis,Mammalia,Male,a1,4.722280081,3.29046668,0.23754472,12.55269557
Glis glis,Mammalia,Male,c,0.071729475,0.040046908,0.005696886,0.157281832
Glis glis,Mammalia,Male,b0,-5.45710722,1.569943961,-9.156527082,-3.097062223
Glis glis,Mammalia,Male,b1,0.9750188,0.303976307,0.480412754,1.659161496
Perognathus longimembris,Mammalia,Female,a0,-3.393487436,0.692126981,-4.828851425,-2.121340789
Perognathus longimembris,Mammalia,Female,a1,5.378752881,3.62297917,0.152412861,13.38477221
Perognathus longimembris,Mammalia,Female,c,0.031495048,0.021855497,0.001479602,0.079705312
Perognathus longimembris,Mammalia,Female,b0,-4.363732106,0.917835956,-6.635421099,-3.133728505
Perognathus longimembris,Mammalia,Female,b1,0.737555998,0.179708634,0.469917894,1.168431611
Perognathus longimembris,Mammalia,Male,a0,-3.079643677,0.677401886,-4.536624042,-1.883531016
Perognathus longimembris,Mammalia,Male,a1,4.430940745,3.084854642,0.210325713,11.47457182
Perognathus longimembris,Mammalia,Male,c,0.043590564,0.022116151,0.003330795,0.088226952
Perognathus longimembris,Mammalia,Male,b0,-5.454572727,1.098289647,-7.844845619,-3.677465185
Perognathus longimembris,Mammalia,Male,b1,0.996040288,0.208892052,0.645507364,1.442264825
Cercocebus chrysogaster,Mammalia,Female,a0,-2.81451694,0.794258738,-4.371898428,-1.308652277
Cercocebus chrysogaster,Mammalia,Female,a1,5.362654821,3.268743356,0.514533577,12.87068237
Cercocebus chrysogaster,Mammalia,Female,c,0.029035688,0.015483867,0.002340359,0.060079428
Cercocebus chrysogaster,Mammalia,Female,b0,-5.923656425,1.570840549,-9.905020858,-3.86595975
Cercocebus chrysogaster,Mammalia,Female,b1,0.264398391,0.089561828,0.134745087,0.485127022
Cercocebus chrysogaster,Mammalia,Male,a0,-2.42041387,0.818297679,-4.152617017,-0.902500285
Cercocebus chrysogaster,Mammalia,Male,a1,4.478134864,2.796513084,0.711478362,11.27985965
Cercocebus chrysogaster,Mammalia,Male,c,0.023316489,0.017302287,0.000903501,0.06276183
Cercocebus chrysogaster,Mammalia,Male,b0,-4.791484033,1.091472097,-7.571961364,-3.407401029
Cercocebus chrysogaster,Mammalia,Male,b1,0.195800869,0.062452338,0.098187356,0.350941772
Bos frontalis,Mammalia,Female,a0,-3.014603507,0.744031683,-4.525928275,-1.652603922
Bos frontalis,Mammalia,Female,a1,5.332895956,3.21310636,0.330241985,12.45134986
Bos frontalis,Mammalia,Female,c,0.056134633,0.010405981,0.034222829,0.074576326
Bos frontalis,Mammalia,Female,b0,-10.54848933,2.648627655,-15.99515347,-5.797463801
Bos frontalis,Mammalia,Female,b1,0.513781942,0.147653635,0.237692492,0.808955956
Bos frontalis,Mammalia,Male,a0,-2.812690064,0.736079719,-4.376581561,-1.451116324
Bos frontalis,Mammalia,Male,a1,4.44380255,2.981745621,0.20588678,11.31536102
Bos frontalis,Mammalia,Male,c,0.07705603,0.021111927,0.022669118,0.110532386
Bos frontalis,Mammalia,Male,b0,-6.073296245,1.674893478,-9.854673079,-3.279204986
Bos frontalis,Mammalia,Male,b1,0.281352777,0.10257313,0.10091329,0.497928697
Heterohyrax brucei,Mammalia,Female,a0,-2.894529453,0.778156763,-4.471345212,-1.393442833
Heterohyrax brucei,Mammalia,Female,a1,5.312369371,3.334434833,0.244113744,12.945734
Heterohyrax brucei,Mammalia,Female,c,0.06390092,0.035182585,0.004188513,0.131834361
Heterohyrax brucei,Mammalia,Female,b0,-5.125526986,2.008312965,-10.68813845,-2.859968979
Heterohyrax brucei,Mammalia,Female,b1,0.467718393,0.210602241,0.201796018,1.01798889
Heterohyrax brucei,Mammalia,Male,a0,-2.371542808,0.814624407,-4.107393283,-0.94117722
Heterohyrax brucei,Mammalia,Male,a1,4.44744377,2.948372064,0.387071714,11.53410224
Heterohyrax brucei,Mammalia,Male,c,0.12445417,0.038732905,0.029698128,0.18990367
Heterohyrax brucei,Mammalia,Male,b0,-7.28027104,3.169300625,-14.39281182,-2.716828306
Heterohyrax brucei,Mammalia,Male,b1,0.485901883,0.309530347,0.034184615,1.18411082
Lagurus lagurus,Mammalia,Female,a0,-2.404064622,0.866580628,-4.223347061,-0.823159386
Lagurus lagurus,Mammalia,Female,a1,4.076045251,3.136576307,0.12069027,11.47350529
Lagurus lagurus,Mammalia,Female,c,0.413682386,0.274011004,0.019849767,1.031018919
Lagurus lagurus,Mammalia,Female,b0,-1.837371928,1.588587502,-5.667366304,-0.404963086
Lagurus lagurus,Mammalia,Female,b1,1.116024368,0.454988363,0.314878907,2.16766906
Lagurus lagurus,Mammalia,Male,a0,-2.219718504,0.900937021,-4.04297922,-0.538767769
Lagurus lagurus,Mammalia,Male,a1,4.038403043,3.042839812,0.162862384,11.44159231
Lagurus lagurus,Mammalia,Male,c,0.426153797,0.230612798,0.028593068,0.895616545
Lagurus lagurus,Mammalia,Male,b0,-2.239083062,1.096490446,-4.638237519,-0.683694849
Lagurus lagurus,Mammalia,Male,b1,1.435055313,0.523678434,0.541928126,2.595112943
Microtus cabrerae,Mammalia,Female,a0,-2.428378633,0.862769434,-4.165308666,-0.789187861
Microtus cabrerae,Mammalia,Female,a1,4.239300369,3.17288623,0.09100538,11.70509297
Microtus cabrerae,Mammalia,Female,c,0.440030294,0.161324875,0.056850967,0.697339138
Microtus cabrerae,Mammalia,Female,b0,-5.1091267,2.992340897,-12.35293767,-1.16904788
Microtus cabrerae,Mammalia,Female,b1,0.728746625,0.476589556,0.050722403,1.869723294
Microtus cabrerae,Mammalia,Male,a0,-1.956577296,0.928176268,-3.843801402,-0.280334757
Microtus cabrerae,Mammalia,Male,a1,4.516634487,3.161511741,0.251562823,11.90696435
Microtus cabrerae,Mammalia,Male,c,0.482604816,0.124070055,0.173834119,0.702720266
Microtus cabrerae,Mammalia,Male,b0,-6.297721576,2.888138447,-12.68561228,-1.581891916
Microtus cabrerae,Mammalia,Male,b1,0.994438022,0.614853706,0.066641129,2.302417914
Microtus pennsylvanicus,Mammalia,Female,a0,-1.436568746,0.984107209,-3.506533497,0.130356909
Microtus pennsylvanicus,Mammalia,Female,a1,4.299324964,2.769897522,0.323425854,10.88217016
Microtus pennsylvanicus,Mammalia,Female,c,0.709322565,0.205158634,0.17980588,1.037167055
Microtus pennsylvanicus,Mammalia,Female,b0,-5.409220317,3.222374335,-13.24674527,-0.893293943
Microtus pennsylvanicus,Mammalia,Female,b1,0.861061615,0.625031207,0.035624246,2.304307347
Microtus pennsylvanicus,Mammalia,Male,a0,-2.28563065,0.866244942,-4.063392139,-0.693122627
Microtus pennsylvanicus,Mammalia,Male,a1,3.882389521,3.112175192,0.100262793,11.54960104
Microtus pennsylvanicus,Mammalia,Male,c,0.85348175,0.233261867,0.201457621,1.186160279
Microtus pennsylvanicus,Mammalia,Male,b0,-5.316008204,3.470452424,-13.39184619,-0.509311011
Microtus pennsylvanicus,Mammalia,Male,b1,0.680839645,0.527616985,0.030777307,1.955866615
Acomys cahirinus,Mammalia,Female,a0,-2.33735168,0.723202542,-4.042312277,-1.212765339
Acomys cahirinus,Mammalia,Female,a1,2.725696384,2.291506395,0.200229901,9.09885701
Acomys cahirinus,Mammalia,Female,c,0.155199402,0.068591634,0.014475545,0.267048522
Acomys cahirinus,Mammalia,Female,b0,-3.523616134,1.070359134,-6.020204154,-1.925689382
Acomys cahirinus,Mammalia,Female,b1,0.485307371,0.167968626,0.222570197,0.862859617
Acomys cahirinus,Mammalia,Male,a0,-1.693319257,0.643403529,-3.175345165,-0.686599702
Acomys cahirinus,Mammalia,Male,a1,4.785877664,2.593823428,0.950518975,10.86512199
Acomys cahirinus,Mammalia,Male,c,0.107138087,0.058917612,0.006271877,0.216387921
Acomys cahirinus,Mammalia,Male,b0,-2.972886073,0.763928144,-4.741322812,-1.892014075
Acomys cahirinus,Mammalia,Male,b1,0.375256935,0.112785008,0.199106051,0.636537982
Babyrousa celebensis,Mammalia,Female,a0,-2.570940051,0.767197271,-4.201226775,-1.16741841
Babyrousa celebensis,Mammalia,Female,a1,6.345445588,3.021925694,1.517757856,12.9619915
Babyrousa celebensis,Mammalia,Female,c,0.011086561,0.006345766,0.001009622,0.025270152
Babyrousa celebensis,Mammalia,Female,b0,-7.784504836,1.226783856,-10.51285373,-5.760867422
Babyrousa celebensis,Mammalia,Female,b1,0.447932939,0.082428254,0.307857572,0.626426421
Babyrousa celebensis,Mammalia,Male,a0,-2.827711104,0.763792729,-4.369302052,-1.441254191
Babyrousa celebensis,Mammalia,Male,a1,5.805018349,2.990209662,1.031996877,12.60772368
Babyrousa celebensis,Mammalia,Male,c,0.019136631,0.013262067,0.000824996,0.049664531
Babyrousa celebensis,Mammalia,Male,b0,-4.907715548,0.856017918,-7.013875743,-3.714935158
Babyrousa celebensis,Mammalia,Male,b1,0.260384349,0.061327693,0.166202929,0.406001751
Phacochoerus aethiopicus,Mammalia,Female,a0,-2.616774533,0.816110592,-4.32862457,-1.06881735
Phacochoerus aethiopicus,Mammalia,Female,a1,4.483425525,3.251188095,0.215241638,11.97929305
Phacochoerus aethiopicus,Mammalia,Female,c,0.045092369,0.020788225,0.006783639,0.08841882
Phacochoerus aethiopicus,Mammalia,Female,b0,-6.853808411,1.661874537,-10.47242926,-4.131516359
Phacochoerus aethiopicus,Mammalia,Female,b1,0.42026315,0.121893411,0.204529879,0.674646561
Phacochoerus aethiopicus,Mammalia,Male,a0,-2.135216922,0.837524903,-3.892217057,-0.628429293
Phacochoerus aethiopicus,Mammalia,Male,a1,5.109826325,3.200751596,0.687002131,12.69421181
Phacochoerus aethiopicus,Mammalia,Male,c,0.034117517,0.018527765,0.003557885,0.075472997
Phacochoerus aethiopicus,Mammalia,Male,b0,-6.816874772,1.484722222,-10.20632136,-4.389516822
Phacochoerus aethiopicus,Mammalia,Male,b1,0.49829749,0.125390977,0.283137047,0.765654211
Gerbillus cheesmani,Mammalia,Female,a0,-2.297479301,0.842606943,-4.136501826,-0.812850132
Gerbillus cheesmani,Mammalia,Female,a1,4.127717437,3.206432721,0.126888472,11.67774686
Gerbillus cheesmani,Mammalia,Female,c,0.39049856,0.110275106,0.10414051,0.566285342
Gerbillus cheesmani,Mammalia,Female,b0,-5.632221511,2.514681685,-11.4705001,-1.592770516
Gerbillus cheesmani,Mammalia,Female,b1,0.993677495,0.556659415,0.104576593,2.25925589
Gerbillus cheesmani,Mammalia,Male,a0,-2.045250964,0.903351737,-3.919503218,-0.474682055
Gerbillus cheesmani,Mammalia,Male,a1,4.233636735,2.953591398,0.231768251,11.06528521
Gerbillus cheesmani,Mammalia,Male,c,0.441833765,0.170383874,0.053371195,0.725202238
Gerbillus cheesmani,Mammalia,Male,b0,-4.111096133,2.369004375,-10.13094558,-1.055483087
Gerbillus cheesmani,Mammalia,Male,b1,0.834304358,0.462301673,0.12151272,1.880205303
Hypogeomys antimena,Mammalia,Female,a0,-2.631612677,0.752248517,-4.362058787,-1.344311084
Hypogeomys antimena,Mammalia,Female,a1,4.277133961,3.019450112,0.177516775,11.42680743
Hypogeomys antimena,Mammalia,Female,c,0.148192456,0.046438596,0.030769369,0.217205287
